mutantId,project,package,path,filename,class,method,eventType,originalExp,mutatedExp,startLine,endLine,sourceCodeLocation,evaluationResult
7469,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextBoolean,EVR,<IDENTIFIER(boolean)>,<DEFAULT>,189,196,195,result |==> false
7470,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextNull,STD,<CALL>,<NO-OP>,198,204,199,expect(JsonToken.NULL); |==> <NO-OP>
7471,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextNull,STD,<CALL>,<NO-OP>,198,204,200,popStack(); |==> <NO-OP>
7472,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextNull,LVR,0,POS,198,204,201,0 |==> 1
7473,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextNull,LVR,0,NEG,198,204,201,0 |==> -1
7474,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextNull,ROR,">(int,int)","!=(int,int)",198,204,201,stackSize > 0 |==> stackSize != 0
7475,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextNull,ROR,">(int,int)","<(int,int)",198,204,201,stackSize > 0 |==> stackSize < 0
7476,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextNull,ROR,">(int,int)","<=(int,int)",198,204,201,stackSize > 0 |==> stackSize <= 0
7477,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextNull,ROR,">(int,int)","==(int,int)",198,204,201,stackSize > 0 |==> stackSize == 0
7478,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextNull,ROR,">(int,int)",">=(int,int)",198,204,201,stackSize > 0 |==> stackSize >= 0
7479,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextNull,ROR,">(int,int)","FALSE(int,int)",198,204,201,stackSize > 0 |==> false
7480,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextNull,ROR,">(int,int)","TRUE(int,int)",198,204,201,stackSize > 0 |==> true
7481,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextNull,LVR,POS,0,198,204,202,1 |==> 0
7482,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextNull,LVR,POS,NEG,198,204,202,1 |==> -1
7483,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextNull,AOR,"-(int,int)","%(int,int)",198,204,202,stackSize - 1 |==> stackSize % 1
7484,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextNull,AOR,"-(int,int)","*(int,int)",198,204,202,stackSize - 1 |==> stackSize * 1
7485,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextNull,AOR,"-(int,int)","+(int,int)",198,204,202,stackSize - 1 |==> stackSize + 1
7486,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextNull,AOR,"-(int,int)","/(int,int)",198,204,202,stackSize - 1 |==> stackSize / 1
7487,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextNull,STD,<INC>,<NO-OP>,198,204,202,pathIndices[stackSize - 1]++; |==> <NO-OP>
7488,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,EVR,<METHOD_INVOCATION(com.google.gson.stream.JsonToken)>,<DEFAULT>,206,221,207,peek() |==> null
7489,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,ROR,"!=(java.lang.Object,java.lang.Object)","==(java.lang.Object,java.lang.Object)",206,221,208,token != JsonToken.NUMBER |==> token == JsonToken.NUMBER
7490,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,ROR,"!=(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",206,221,208,token != JsonToken.NUMBER |==> false
7491,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,ROR,"!=(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",206,221,208,token != JsonToken.NUMBER |==> true
7492,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,ROR,"!=(java.lang.Object,java.lang.Object)","==(java.lang.Object,java.lang.Object)",206,221,208,token != JsonToken.STRING |==> token == JsonToken.STRING
7493,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,ROR,"!=(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",206,221,208,token != JsonToken.STRING |==> false
7494,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,ROR,"!=(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",206,221,208,token != JsonToken.STRING |==> true
7495,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"&&(boolean,boolean)","!=(boolean,boolean)",206,221,208,token != JsonToken.NUMBER && token != JsonToken.STRING |==> token != JsonToken.NUMBER != (token != JsonToken.STRING)
7496,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"&&(boolean,boolean)","==(boolean,boolean)",206,221,208,token != JsonToken.NUMBER && token != JsonToken.STRING |==> token != JsonToken.NUMBER == (token != JsonToken.STRING)
7497,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"&&(boolean,boolean)","FALSE(boolean,boolean)",206,221,208,token != JsonToken.NUMBER && token != JsonToken.STRING |==> false
7498,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"&&(boolean,boolean)","LHS(boolean,boolean)",206,221,208,token != JsonToken.NUMBER && token != JsonToken.STRING |==> token != JsonToken.NUMBER
7499,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"&&(boolean,boolean)","RHS(boolean,boolean)",206,221,208,token != JsonToken.NUMBER && token != JsonToken.STRING |==> token != JsonToken.STRING
7500,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"&&(boolean,boolean)","TRUE(boolean,boolean)",206,221,208,token != JsonToken.NUMBER && token != JsonToken.STRING |==> true
7501,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"&&(boolean,boolean)","||(boolean,boolean)",206,221,208,token != JsonToken.NUMBER && token != JsonToken.STRING |==> token != JsonToken.NUMBER || token != JsonToken.STRING
7502,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,LVR,<CLASS>,<EMPTY>,206,221,210,"""Expected "" |==> """""
7503,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,LVR,<CLASS>,<EMPTY>,206,221,210,""" but was "" |==> """""
7504,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,EVR,<METHOD_INVOCATION(double)>,<DEFAULT>,206,221,212,((JsonPrimitive)peekStack()).getAsDouble() |==> 0.0
7505,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"||(boolean,boolean)","!=(boolean,boolean)",206,221,213,Double.isNaN(result) || Double.isInfinite(result) |==> Double.isNaN(result) != Double.isInfinite(result)
7506,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"||(boolean,boolean)","&&(boolean,boolean)",206,221,213,Double.isNaN(result) || Double.isInfinite(result) |==> Double.isNaN(result) && Double.isInfinite(result)
7507,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"||(boolean,boolean)","==(boolean,boolean)",206,221,213,Double.isNaN(result) || Double.isInfinite(result) |==> Double.isNaN(result) == Double.isInfinite(result)
7508,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"||(boolean,boolean)","FALSE(boolean,boolean)",206,221,213,Double.isNaN(result) || Double.isInfinite(result) |==> false
7509,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"||(boolean,boolean)","LHS(boolean,boolean)",206,221,213,Double.isNaN(result) || Double.isInfinite(result) |==> Double.isNaN(result)
7510,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"||(boolean,boolean)","RHS(boolean,boolean)",206,221,213,Double.isNaN(result) || Double.isInfinite(result) |==> Double.isInfinite(result)
7511,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"||(boolean,boolean)","TRUE(boolean,boolean)",206,221,213,Double.isNaN(result) || Double.isInfinite(result) |==> true
7512,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"&&(boolean,boolean)","!=(boolean,boolean)",206,221,213,!isLenient() && (Double.isNaN(result) || Double.isInfinite(result)) |==> !isLenient() != (Double.isNaN(result) || Double.isInfinite(result))
7513,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"&&(boolean,boolean)","==(boolean,boolean)",206,221,213,!isLenient() && (Double.isNaN(result) || Double.isInfinite(result)) |==> !isLenient() == (Double.isNaN(result) || Double.isInfinite(result))
7514,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"&&(boolean,boolean)","FALSE(boolean,boolean)",206,221,213,!isLenient() && (Double.isNaN(result) || Double.isInfinite(result)) |==> false
7515,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"&&(boolean,boolean)","LHS(boolean,boolean)",206,221,213,!isLenient() && (Double.isNaN(result) || Double.isInfinite(result)) |==> !isLenient()
7516,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"&&(boolean,boolean)","RHS(boolean,boolean)",206,221,213,!isLenient() && (Double.isNaN(result) || Double.isInfinite(result)) |==> (Double.isNaN(result) || Double.isInfinite(result))
7517,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"&&(boolean,boolean)","TRUE(boolean,boolean)",206,221,213,!isLenient() && (Double.isNaN(result) || Double.isInfinite(result)) |==> true
7518,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,COR,"&&(boolean,boolean)","||(boolean,boolean)",206,221,213,!isLenient() && (Double.isNaN(result) || Double.isInfinite(result)) |==> !isLenient() || (Double.isNaN(result) || Double.isInfinite(result))
7519,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,LVR,<CLASS>,<EMPTY>,206,221,214,"""JSON forbids NaN and infinities: "" |==> """""
7520,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,STD,<CALL>,<NO-OP>,206,221,216,popStack(); |==> <NO-OP>
7521,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,LVR,0,POS,206,221,217,0 |==> 1
7522,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,LVR,0,NEG,206,221,217,0 |==> -1
7523,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,ROR,">(int,int)","!=(int,int)",206,221,217,stackSize > 0 |==> stackSize != 0
7524,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,ROR,">(int,int)","<(int,int)",206,221,217,stackSize > 0 |==> stackSize < 0
7525,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,ROR,">(int,int)","<=(int,int)",206,221,217,stackSize > 0 |==> stackSize <= 0
7526,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,ROR,">(int,int)","==(int,int)",206,221,217,stackSize > 0 |==> stackSize == 0
7527,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,ROR,">(int,int)",">=(int,int)",206,221,217,stackSize > 0 |==> stackSize >= 0
7528,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,ROR,">(int,int)","FALSE(int,int)",206,221,217,stackSize > 0 |==> false
7529,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,ROR,">(int,int)","TRUE(int,int)",206,221,217,stackSize > 0 |==> true
7530,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,LVR,POS,0,206,221,218,1 |==> 0
7531,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,LVR,POS,NEG,206,221,218,1 |==> -1
7532,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,AOR,"-(int,int)","%(int,int)",206,221,218,stackSize - 1 |==> stackSize % 1
7533,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,AOR,"-(int,int)","*(int,int)",206,221,218,stackSize - 1 |==> stackSize * 1
7534,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,AOR,"-(int,int)","+(int,int)",206,221,218,stackSize - 1 |==> stackSize + 1
7535,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,AOR,"-(int,int)","/(int,int)",206,221,218,stackSize - 1 |==> stackSize / 1
7536,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,STD,<INC>,<NO-OP>,206,221,218,pathIndices[stackSize - 1]++; |==> <NO-OP>
7537,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextDouble,EVR,<IDENTIFIER(double)>,<DEFAULT>,206,221,220,result |==> 0.0
7538,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextLong,EVR,<METHOD_INVOCATION(com.google.gson.stream.JsonToken)>,<DEFAULT>,223,235,224,peek() |==> null
7539,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextLong,ROR,"!=(java.lang.Object,java.lang.Object)","==(java.lang.Object,java.lang.Object)",223,235,225,token != JsonToken.NUMBER |==> token == JsonToken.NUMBER
7540,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextLong,ROR,"!=(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",223,235,225,token != JsonToken.NUMBER |==> false
7541,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextLong,ROR,"!=(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",223,235,225,token != JsonToken.NUMBER |==> true
7542,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextLong,ROR,"!=(java.lang.Object,java.lang.Object)","==(java.lang.Object,java.lang.Object)",223,235,225,token != JsonToken.STRING |==> token == JsonToken.STRING
7543,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextLong,ROR,"!=(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",223,235,225,token != JsonToken.STRING |==> false
7544,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextLong,ROR,"!=(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",223,235,225,token != JsonToken.STRING |==> true
7545,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextLong,COR,"&&(boolean,boolean)","!=(boolean,boolean)",223,235,225,token != JsonToken.NUMBER && token != JsonToken.STRING |==> token != JsonToken.NUMBER != (token != JsonToken.STRING)
7546,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextLong,COR,"&&(boolean,boolean)","==(boolean,boolean)",223,235,225,token != JsonToken.NUMBER && token != JsonToken.STRING |==> token != JsonToken.NUMBER == (token != JsonToken.STRING)
7547,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextLong,COR,"&&(boolean,boolean)","FALSE(boolean,boolean)",223,235,225,token != JsonToken.NUMBER && token != JsonToken.STRING |==> false
7548,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextLong,COR,"&&(boolean,boolean)","LHS(boolean,boolean)",223,235,225,token != JsonToken.NUMBER && token != JsonToken.STRING |==> token != JsonToken.NUMBER
7549,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextLong,COR,"&&(boolean,boolean)","RHS(boolean,boolean)",223,235,225,token != JsonToken.NUMBER && token != JsonToken.STRING |==> token != JsonToken.STRING
7550,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextLong,COR,"&&(boolean,boolean)","TRUE(boolean,boolean)",223,235,225,token != JsonToken.NUMBER && token != JsonToken.STRING |==> true
7551,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextLong,COR,"&&(boolean,boolean)","||(boolean,boolean)",223,235,225,token != JsonToken.NUMBER && token != JsonToken.STRING |==> token != JsonToken.NUMBER || token != JsonToken.STRING
7552,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextLong,LVR,<CLASS>,<EMPTY>,223,235,227,"""Expected "" |==> """""
7553,Gson-18,com.google.gson.internal.bind,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/internal/bind,JsonTreeReader.java,JsonTreeReader,nextLong,LVR,<CLASS>,<EMPTY>,223,235,227,""" but was "" |==> """""
